"Number","Genebank","Genebank.ID","Species.code","Species","GPS","GPS.1","GPS.2","GPS.3","Place","Province","COUNTRY","Description","Date.of.collecton","Elevation","Ploidy","gps.lat","gps.lon","gps.elevation"
943,"CGN",17716,"BER","berthaultii",-190.333,"1902S",-652.833,"06517W","D. Chuquisaca","P. Oropeza","BOL","On Cochabamba road at Serpas, 30 km from Sucre","08/03/71",2050,"24",-19.0333333333333,-65.2833333333333,2818.1650390625
944,"CGN",23477,"BER","berthaultii",NA,NA,NA,NA,"D. Chuquisaca","P. Zudanez","BOL","Road from Zudanez to Airampo via Calle-Calle","07/03/59",2700,"24",NA,NA,NA
945,"CGN",17689,"BLB","bulbocastanum",19.35,"1921N",-99.2,"09912W","E. Distrito Federal",NA,"MEX","Pedregal de San Angel, Ciudad Universitaria","01/10/58",NA,"24",19.35,-99.2,2311.60888671875
946,"CGN",22367,"BLB","bulbocastanum",192.166,"1913N",-98.8,"09848W","E. Mexico",NA,"MEX","Road from AmecaFmeca to Chalco, Tlalmanalco","01/10/58",2400,"24",19.2166666666667,-98.8,2345.66284179688
947,"CGN",960634,"BLB","bulbocastanum",194.833,"1929N",-98.9,"09854W","E. Mexico",NA,"MEX","Near Texcoco, Chapingo, Casas Antiguas","01/10/58",2200,"24",19.4833333333333,-98.9,2247.14770507812
948,"CGN",23010,"BLB","bulbocastanum",NA,NA,NA,NA,"E. Mexico",NA,"MEX","395- Mexico, Amecameca-Chalco road, Tlalmanalco",NA,NA,"24",NA,NA,NA
949,"CGN",23074,"BLB","bulbocastanum",157.666,"1546N",-91.5,"09130W","D. Huehuetenango",NA,"GTM","along 9N, at junction of entrance to Huehuetenango, 50-200 m W of road","18/09/95",2000,"24",15.7666666666667,-91.5,2825.33666992188
950,"CGN",22732,"BLB","bulbocastanum",153.166,"1519N",-915.166,"09131W","D. Huehuetenango",NA,"GTM","3.1 km NW of the road entrance to Huehuetenango, on Rt. CA1, 200 m uphill","18/10/95",1900,"24",15.3166666666667,-91.5166666666667,1870.51257324219
951,"CGN",20592,"CAN","canasense",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,"24",NA,NA,NA
952,"CGN",18072,"CAN","canasense",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,"24",NA,NA,NA
953,"CGN",23007,"CAN","canasense",-134.666,"1328S",-719.166,"07155W","D. Cusco","P. Fort Pucara","PER","4 km from Cuzco on the road to Pisac","26/02/58",3600,"24",-13.4666666666667,-71.9166666666667,3571.54931640625
954,"CGN",18283,"CAN","canasense",NA,NA,NA,NA,"D. Puno",NA,"PER",NA,NA,NA,"24",NA,NA,NA
955,"CGN",21305,"BUK","bukasovii",-13.65,"1339S",-733.833,"07323W","D. Apurimac","P. Andahuaylas","PER","Road to Andahuaylas, 82.5 km from Abancay","18/04/71",3900,"24",-13.65,-73.3833333333333,3104.61328125
956,"CGN",18295,"GIG","microdontum gigantophyllum",NA,NA,NA,NA,"P. Tucuman",NA,"ARG","La Banderita",NA,NA,"24",NA,NA,NA
957,"CGN",23511,"GIG","microdontum gigantophyllum",-214.166,"2125S",-64.4,"06424W","D. Tarija","P. Cercado","BOL","60 km from Tarija to Entre Rios","27/03/80",2270,"24",-21.4166666666667,-64.4,2501.5537109375
958,"CGN",20646,"MCD","microdontum",-194.166,"1925S",-642.666,"06416W","D. Chuquisaca","P. Jaime Mendoza","BOL","110 km from Monteagudo on the road to Padilla, 1 km from Llequepampa","24/03/80",2500,"24",-19.4166666666667,-64.2666666666667,1913.755859375
959,"CGN",18047,"MCD","microdontum",-239.166,"2355S",-654.166,"06525W","P. Jujuy","D. Tumbaya","ARG","Volcan, western slopes of Cordillera on E side of Quebrada Grande","09/03/66",3080,"24",-23.9166666666667,-65.4166666666667,3026.74145507812
960,"CGN",20586,"GIG","microdontum gigantophyllum",-22.3,"2218S",-64.7,"06442W","P. Salta","D. Santa Victoria","ARG","road from Los Toldos to Lipeo. KM 4","14/03/71",1550,"24",-22.3,-64.7,1601.57092285156
961,"CGN",18048,"GIG","microdontum gigantophyllum",-273.166,"2719S",-659.333,"06556W","P. Tucuman","D. Chicligasta","ARG","Route 65, Hill of Clavillo","24/03/67",1500,"24",-27.3166666666667,-65.9333333333333,1350.890625
962,"CGN",17597,"GIG","microdontum gigantophyllum",-25.15,"2509S",-65.75,"06545W","P. Salta","D. Chicoana","ARG","La Zanja, Quebrada de Escoipe. Camino La Zanja a 6 km del cruce ruta 59","19/03/73",2360,"24",-25.15,-65.75,2162.12963867188
963,"CGN",18049,"GIG","microdontum gigantophyllum",-25.15,"2509S",-656.333,"06538W","P. Salta","D. Chicoana","ARG","Quebrada de Escoipe, Agua Negra, route 59","02/04/73",1800,"24",-25.15,-65.6333333333333,1705.39343261719
964,"CGN",18084,"GIG","microdontum gigantophyllum",-221.333,"2208S",-650.333,"06502W","P. Salta","D. Santa Victoria","ARG","Quebrada de Santa Cruz, 2km n de Sta Cruz, finca de Cipriano Luna","26/04/74",3000,"24",-22.1333333333333,-65.0333333333333,3384.40747070312
965,"CGN",18003,"GIG","microdontum gigantophyllum",-223.333,"2220S",-650.333,"06502W","P. Salta","D. Santa Victoria","ARG","Path from San Felipe to Trigohuaico.  Quebrada del Rio S.F","07/05/76",3000,"24",-22.3333333333333,-65.0333333333333,3191.46044921875
966,"CGN",18067,"GIG","microdontum gigantophyllum",-227.666,"2246S",-652.333,"06514W","P. Salta","D. Iruya","ARG","San Isidro valley, 6 km nw of Iruya","25/04/78",3050,"24",-22.7666666666667,-65.2333333333333,2811.47973632812
967,"CGN",22372,"GIG","microdontum gigantophyllum",NA,NA,NA,NA,"P. Salta","D. Iruya","ARG","Between San Pedro and Rodeo Colorado","06/04/52",2800,"24",NA,NA,NA
968,"CGN",21367,"nig","nigrum",99.333,"0956N",-838.833,"08353W","P. Cartago",NA,"CRI","1km N of Potrero Cerrado on road to Volcan Irazu, next to bridge over stream.","13/12/96",2450,"72",9.93333333333333,-83.8833333333333,2352.39697265625
969,"CGN",22703,"VNT","venturii",-25.15,"2509S",-658.666,"06552W","P. Salta","D. Chicoana","ARG","Escoipe-Cachi road, Cuesta del Obispo, 15.6 km from Piedra Molino","06/03/66",2700,"24",-25.15,-65.8666666666667,3578.02685546875
970,"CGN",20599,"OKA","okadae",-17,"1700S",-672.333,"06714W","D. La Paz","P. Inquisivi","BOL","7 km from Quime to Licoma","25/02/80",2820,"24",-17,-67.2333333333333,4201.0078125
971,"CGN",17738,"BUK","bukasovii",-13.65,"1339S",-734.666,"07328W","D. Apurimac","P. Andahuaylas","PER","Ayacucho road above Rio Pampas, 12 km below Chincheros","18/04/71",2600,"24",-13.65,-73.4666666666667,3199.33032226562
972,"CGN",18099,"SPL","sparsipilum",-190.833,"1905S",-65.25,"06515W","D. Chuquisaca","P. Oropeza","BOL","Loman Punta, 10 km from Sucre to Zudanez","26/03/74",2800,"24",-19.0833333333333,-65.25,2871.45629882812
973,"CGN",22702,"SPL","sparsipilum",-175.666,"1734S",-657.666,"06546W","D. Cochabamba","P. Arani","BOL","1 km past Arani on the road to Mizque","16/02/71",2700,"24",-17.5666666666667,-65.7666666666667,2749.3125
974,"CGN",18052,"SPEC","species",NA,NA,NA,NA,"D. Cusco","P. Cusco","PER","15 km from Cusco to Puno, Saylla","12/04/71",3150,"24",NA,NA,NA
975,"CGN",18094,"SPL","sparsipilum",-173.833,"1723S",-66.25,"06615W","D. Cochabamba","P. Quillacollo","BOL","4 km ne of Quillacollo, Llaoquinquire","22/03/74",2600,"24",-17.3833333333333,-66.25,2570.6767578125
976,"CGN",17822,"RAP","raphanifolium",-196.166,"1937S",-65.75,"06545W","D. Potosi","P. Frias","BOL","Near Potosi. lower part of Cerro Potosi","01/03/59",4100,"24",-19.6166666666667,-65.75,4653.79541015625
977,"CGN",22315,"SPL","sparsipilum",-133.333,"1320S",-721.166,"07207W","D. Cusco","P. Urubamba","PER","Pumahuanca, Urubamba Valley","21/04/59",2900,"24",-13.3333333333333,-72.1166666666667,3388.7353515625
978,"CGN",18131,"SPL","sparsipilum",-171.166,"1707S",-676.833,"06741W","D. La Paz","P. Loayza","BOL","31 km from Pata Camaya to Luribay","29/02/80",3980,"24",-17.1166666666667,-67.6833333333333,4292.39013671875
979,"CGN",18110,"VRN","vernei",NA,NA,NA,NA,NA,NA,"ARG",NA,NA,NA,"24",NA,NA,NA
980,"CGN",21315,"VRN","vernei",-267.666,"2646S",-65.75,"06545W","P. Tucuman","D. Tafi del Valle","ARG","Near Infiernillo, on the road from Tafi del Valle to Cafayate","15/02/66",2850,"24",-26.7666666666667,-65.75,2756.89306640625
981,"CGN",17995,"VRN","vernei",-267.666,"2646S",-657.666,"06546W","P. Tucuman","D. Tafi del Valle","ARG","Route 307, km 83, about 2 km S of the road. Infiernillo","11/04/74",2900,"24",-26.7666666666667,-65.7666666666667,2897.54174804688
982,"CGN",18113,"VRN","vernei",-22.2,"2212S",-651.666,"06510W","P. Salta","D. Santa Victoria","ARG","Lizoite, 15 km del cruce on route 5","23/04/74",3400,"24",-22.2,-65.1666666666667,4521.1015625
983,"CGN",18115,"VRN","vernei",-221.166,"2207S",-650.333,"06502W","P. Salta","D. Santa Victoria","ARG","7 km N of Santa Cruz, Quebrada de Santa Cruz. 10 M de Oka 5920","26/04/74",3280,"24",-22.1166666666667,-65.0333333333333,3493.65869140625
984,"CGN",23516,"VRN","vernei",-251.666,"2510S",-658.666,"06552W","P. Salta","D. Chicoana","ARG","Cuesta del Obispo, Valle Encantado","20/03/83",3450,"24",-25.1666666666667,-65.8666666666667,3447.75854492188
985,"CGN",18277,"VRN","vernei",-23.6,"2336S",-651.833,"06511W","P. Jujuy","D. Tilcara","ARG","Puesto Yusto above El Durazno","12/04/83",3350,"24",-23.6,-65.1833333333333,2783.43994140625
986,"CGN",963094,"VRN","vernei",NA,NA,NA,NA,"P. Tucuman",NA,"ARG",NA,NA,NA,"24",NA,NA,NA
987,"CGN",17763,"NRS","neorossii",NA,NA,NA,NA,NA,NA,"ARG",NA,"03/02/53",NA,"24",NA,NA,NA
988,"CGN",23017,"VER","verrucosum",19.2,"1912N",-99.25,"09915W","E. Distrito Federal",NA,"MEX","Slopes of Mt Ajusco","25/10/47",NA,"24",19.2,-99.25,3446.30834960938
989,"CGN",17767,"VER","verrucosum",194.666,"1928N",-101.6,"10136W","E. Michoacan",NA,"MEX","7 miles above Opopeo","13/11/47",2400,"24",19.4666666666667,-101.6,2465.27001953125
990,"CGN",17774,"VER","verrucosum",NA,NA,NA,NA,NA,NA,"MEX",NA,NA,NA,"24",NA,NA,NA
991,"CGN",21369,"VIA","viarum",97.166,"0943N",-84.1,"08406W","P. San Jose",NA,"CRI","about 4km S of La Legua on the road to San Francisco (map 3345 II).","21/12/96",2100,NA,9.71666666666667,-84.1,2009.79992675781
992,"CGN",23561,"LGC","longiconicum",101.166,"1007N",-841.333,"08408W","P. Heredia",NA,"CRI","Volcan Barva, 500 m after entrance of park 100 m NW towards viewpoint","29/11/96",2570,"48",10.1166666666667,-84.1333333333333,2317.17700195312
993,"CGN",17755,"VNT","venturii",NA,NA,NA,NA,"P. Tucuman","D. Tafi del Valle","ARG",NA,NA,3000,"24",NA,NA,NA
994,"CGN",20597,"MCD","microdontum",NA,NA,NA,NA,NA,NA,"ARG",NA,NA,NA,"24",NA,NA,NA
995,"CGN",22353,"KTZ","kurtzianum",-339.166,"3355S",-691.666,"06910W","P. Mendoza","D. San Carlos","ARG","Pampa del Cepillo, on way to Quebrada del Alvarado, 13 km from Route 40","26/02/79",1200,"24",-33.9166666666667,-69.1666666666667,1109.44750976562
996,"CGN",962567,"BLG","blanco-galdosii",NA,NA,NA,NA,"D. Cajamarca","P. Cajamarca","PER","Cuesta del Cumbe",NA,3400,"24",NA,NA,NA
997,"CGN",960685,"CHM","chomatophilum",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,"24",NA,NA,NA
998,"CGN",962734,"DMS","demissum",-16.3,"1618S",-67.85,"06751W","D. La Paz","P. Nor Yungas","BOL","at Chulumani, 15 km from junction of road out of La Laz at road to Caranavi and road to Chuspipata","18/03/93",2450,NA,-16.3,-67.85,2488.80126953125
999,"CGN",962782,"CLR","clarum",154.666,"1528N",-915.166,"09131W","D. Huehuetenango",NA,"GTM","4.3 km NW of road from Huehuetenango to Santa Eulalia","20/10/95",3280,NA,15.4666666666667,-91.5166666666667,3368.34057617188
1000,"CGN",961607,"GRL","gourlayi",NA,NA,NA,NA,NA,NA,"BOL",NA,NA,NA,NA,NA,NA,NA
1001,"CGN",17736,"OPL","oplocense",NA,NA,NA,NA,"D. Potosi","P. Nor Chichas","BOL","62-64 km from Cotagaita to Vitichi","16/03/71",2900,NA,NA,NA,NA
1002,"CGN",17868,"OPL","oplocense",-221.166,"2207S",-654.666,"06528W","P. Jujuy","D. Yavi","ARG","Yavi","15/02/70",3450,NA,-22.1166666666667,-65.4666666666667,3462.60375976562
1003,"CGN",17869,"OPL","oplocense",-23.2,"2312S",-65.45,"06527W","P. Jujuy","D. Humahuaca","ARG","Route 11, Quebrada de la Soledad, 12 km W of Humahuaca","02/04/71",3300,NA,-23.2,-65.45,3617.73779296875
1004,"CGN",17870,"OPL","oplocense",-218.833,"2153S",-661.833,"06611W","P. Jujuy","D. Santa Catalina","ARG","El Angosto, 34 km W of Santa Catalina,Faldeo pedregoso","07/04/71",3700,NA,-21.8833333333333,-66.1833333333333,3651.779296875
1005,"CGN",17872,"GRL","gourlayi",-243.166,"2419S",-66.1,"06606W","P. Salta","D. Rosario de Lerma","ARG","8 km NW of Las Cuevas, Quebrada Munal. 20 m DE 4831","21/03/73",3340,NA,-24.3166666666667,-66.1,3839.51171875
1006,"CGN",17873,"GRL","gourlayi",-24.55,"2433S",-66.2,"06612W","P. Salta","D. La Poma","ARG","Route 40, 1 km S of El Rodeo.  Very Frequent","21/03/73",3900,NA,-24.55,-66.2,3604.40698242188
1007,"CGN",17959,"IFD","infundibuliforme",-222.333,"2214S",-66.45,"06627W","P. Jujuy","D. Rinconada","ARG","Quebrada de Paicones, 5 km SW of San Juan de Oros","02/05/74",3700,NA,-22.2333333333333,-66.45,4056.46362304688
1008,"CGN",17962,"GRL","gourlayi",-23.65,"2339S",-65.6,"06536W","P. Jujuy","D. Tumbaya","ARG","Quebrada de Sepulturas, 300 m above Oka 4345","18/03/72",3200,NA,-23.65,-65.6,3503.7578125
1009,"CGN",17963,"GRL","gourlayi",-23.65,"2339S",-65.6,"06536W","P. Jujuy","D. Tumbaya","ARG","quebrada de sepulturas. at the border of the valley","18/03/72",3100,NA,-23.65,-65.6,3503.7578125
1010,"CGN",17965,"GRL","gourlayi",-23.25,"2315S",-652.166,"06513W","P. Jujuy","D. Humahuaca","ARG","Cianzo","02/04/72",3800,NA,-23.25,-65.2166666666667,3259.16235351562
1011,"CGN",17966,"GRL","gourlayi",-23.2,"2312S",-65.45,"06527W","P. Jujuy","D. Humahuaca","ARG","12 km W of Humahuaca, Valley of La Soledad","03/04/72",3620,NA,-23.2,-65.45,3617.73779296875
1012,"CGN",17967,"GRL","gourlayi",-23.2,"2312S",-65.45,"06527W","P. Jujuy","D. Humahuaca","ARG","Soledad, 12 km W of Humahuaca.SA alta Valley of Soledad 12 km W de Huma","03/04/72",3680,NA,-23.2,-65.45,3617.73779296875
1013,"CGN",17969,"GRL","gourlayi",-245.166,"2431S",-66.2,"06612W","P. Salta","D. La Poma","ARG","Route 40, 1 km N of El Rodeo, 18 km S of Abra de Acay. km 1315","28/03/73",3880,NA,-24.5166666666667,-66.2,4166.75732421875
1014,"CGN",17970,"GRL","gourlayi",-239.333,"2356S",-66.35,"06621W","P. Salta","D. Los Andes","ARG","Sierra del Cobre, 1.5 km W of Matanzillas, and 8.5 km W of route 40","30/03/73",3720,NA,-23.9333333333333,-66.35,4032.15014648438
1015,"CGN",17971,"GRL","gourlayi",-239.333,"2356S",-66.35,"06621W","P. Salta","D. Los Andes","ARG","1 km W of Matancillas, 8 km W on route 40 and 33 km N of San Antonio","04/04/74",3700,NA,-23.9333333333333,-66.35,4032.15014648438
1016,"CGN",17972,"INM","incamayoense",-247.833,"2447S",-657.166,"06543W","P. Salta","D. Rosario de Lerma","ARG","Chorrillos, route 51, km 49","01/04/73",2100,NA,-24.7833333333333,-65.7166666666667,2395.80615234375
1017,"CGN",17988,"CMM","commersonii",-230.666,"2304S",-65.4,"06524W","P. Salta","D. Santa Victoria","ARG","Cuesta Azul Pampa","11/03/71",3400,NA,-23.0666666666667,-65.4,3372.6337890625
1018,"CGN",18024,"CMM ssp CMM","commersonii commersonii",-377.333,"3744S",-58.3,"05818W","P. Buenos Aires","D. Balcarce","ARG","Sierras de Balcarce, Cinco Cerros, through the dirt road to 8KM R.226 Ramos","26/06/72",120,NA,-37.7333333333333,-58.3,141.850372314453
1019,"CGN",18026,"CMM","commersonii",NA,NA,NA,NA,NA,NA,"ARG",NA,NA,NA,NA,NA,NA,NA
1020,"CGN",18030,"BRC","brevicaule",NA,NA,NA,NA,NA,NA,"BOL",NA,NA,NA,NA,NA,NA,NA
1021,"CGN",18065,"GRL","gourlayi",-23.2,"2312S",-653.166,"06519W","P. Jujuy","D. Humahuaca","ARG","Pucara","15/04/78",3500,NA,-23.2,-65.3166666666667,3134.92602539062
1022,"CGN",18066,"GRL ssp GRL","gourlayi",-229.333,"2256S",-653.166,"06519W","P. Jujuy","D. Humahuaca","ARG","Chaupi Rodero, between Iturbe and Iruya","21/04/78",3700,NA,-22.9333333333333,-65.3166666666667,3558.09912109375
1023,"CGN",18079,"IFD","infundibuliforme",-218.833,"2153S",-661.833,"06611W","P. Jujuy","D. Santa Catalina","ARG","30km oeste de Sta Catalina, Finca de Anselmo Salinas","02/04/74",3800,NA,-21.8833333333333,-66.1833333333333,3651.779296875
1024,"CGN",18087,"OPL","oplocense",-218.666,"2152S",-661.833,"06611W","P. Jujuy","D. Santa Catalina","ARG","30km al oeste de Santa Catalina, al borde de un Canal de Irrigacion","02/04/74",3800,NA,-21.8666666666667,-66.1833333333333,3622.56494140625
1025,"CGN",18223,"BRC","brevicaule",-172.166,"1713S",-66.05,"06603W","D. Cochabamba","P. Chapare","BOL","40 km from Tranca de Sacaba on the road to Palca, (0.5 km before Palca)","15/03/80",3730,NA,-17.2166666666667,-66.05,3865.80834960938
1026,"CGN",18247,"BRC","brevicaule",-172.166,"1713S",-66.05,"06603W","D. Cochabamba","P. Chapare","BOL","40 km from Tranca de Sacaba on the road to Palca, (0.5 km before Palca)","15/03/80",3730,NA,-17.2166666666667,-66.05,3865.80834960938
1027,"CGN",18327,"CMM","commersonii",NA,NA,NA,NA,NA,NA,"ARG",NA,NA,NA,NA,NA,NA,NA
1028,"CGN",18328,"CMM","commersonii",NA,NA,NA,NA,"P. Buenos Aires","D. Salto","ARG",NA,NA,NA,NA,NA,NA,NA
1029,"CGN",20585,"GRL","gourlayi",-227.333,"2244S",-652.333,"06514W","P. Salta","D. Iruya","ARG","Pantipampa",NA,3200,NA,-22.7333333333333,-65.2333333333333,3053.86376953125
1030,"CGN",20594,"GRL","gourlayi",-243.166,"2419S",-66.1,"06606W","P. Salta","D. Rosario de Lerma","ARG","Quebrada Munal, 400m sureste oka 5604, ruta 51, 8km noroeste de las cuevas","05/04/74",3700,NA,-24.3166666666667,-66.1,3839.51171875
1031,"CGN",20638,"OPL","oplocense",NA,NA,NA,NA,"D. Potosi","P. Nor Chichas","BOL","27 km from Cotagaita to Tupiza","24/03/80",3000,NA,NA,NA,NA
1032,"CGN",20657,"GRL","gourlayi",-239.666,"2358S",-656.333,"06538W","P. Jujuy","D. Capital","ARG","Molinos about nine hours northwest of Leon by mule","03/04/83",3200,NA,-23.9666666666667,-65.6333333333333,4147.0576171875
1033,"CGN",21332,"GRL","gourlayi",-236.166,"2337S",-655.333,"06532W","P. Jujuy","D. Tumbaya","ARG","Quebrada de Estancia Grande. 1100 m from Oka 4314","17/03/72",3200,NA,-23.6166666666667,-65.5333333333333,3527.75219726562
1034,"CGN",21333,"GRL","gourlayi",-23.65,"2339S",-65.6,"06536W","P. Jujuy","D. Tumbaya","ARG","Quebrada de Sepulturas","18/03/72",3100,NA,-23.65,-65.6,3503.7578125
1035,"CGN",21334,"GRL","gourlayi",-229.666,"2258S",-654.333,"06526W","P. Jujuy","D. Humahuaca","ARG","Esquina Blanca, route 9, abouat 100 m N of the ford with the rio Grande","08/04/72",3500,NA,-22.9666666666667,-65.4333333333333,3558.10107421875
1036,"CGN",21336,"GRL","gourlayi",-239.333,"2356S",-66.35,"06621W","P. Salta","D. Los Andes","ARG","Sierra del Cobre, 2 km W of Matanzillas and 9 km W on route 40","30/03/73",3740,NA,-23.9333333333333,-66.35,4032.15014648438
1037,"CGN",21341,"GRL","gourlayi",NA,NA,NA,NA,"P. Catamarca","D. Belen","ARG","Pozo de Piedras",NA,1900,NA,NA,NA,NA
1038,"CGN",21353,"CMM ssp MLM","commersonii malmeanum",-29.7,"2942S",-571.166,"05707W","P. Corrientes","D. Paso de los Libres","ARG","3 km from Paso de Los Libres, Finca La Cautiva del Sr. Lagrilla","26/06/80",50,NA,-29.7,-57.1166666666667,63.8019561767578
1039,"CGN",21359,"CMM","commersonii",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
1040,"CGN",22322,"BRC","brevicaule",-172.666,"1716S",-66.3,"06618W","D. Cochabamba","P. Quillacollo","BOL","Puente San Miguel, Tunari Range, above Cochabamba","09/04/63",NA,NA,-17.2666666666667,-66.3,3884.86962890625
1041,"CGN",22324,"OPL","oplocense",NA,NA,NA,NA,NA,NA,"BOL",NA,NA,NA,NA,NA,NA,NA
1042,"CGN",22340,"GRL","gourlayi",NA,NA,NA,NA,"P. Salta","D. Iruya","ARG","Rodeo Colorado, arriba de Valle Delgrado","07/04/52",3300,NA,NA,NA,NA
1043,"CGN",22342,"GRL","gourlayi",NA,NA,NA,NA,NA,NA,"ARG",NA,NA,NA,NA,NA,NA,NA
1044,"CGN",22343,"GRL","gourlayi",-243.166,"2419S",-661.166,"06607W","P. Salta","D. Rosario de Lerma","ARG","La Bomba (encrucijada), finca de Elias Cruz, 11km noroeste cuevas ruta n.51","05/04/74",3800,NA,-24.3166666666667,-66.1166666666667,3998.63403320312
1045,"CGN",22352,"CMM ssp MLM","commersonii malmeanum",-305.333,"3032S",-589.333,"05856W","P. Entre Rios","D. Feliciano","ARG","Route 1, 19 km SW from Feliciano","27/06/80",62,NA,-30.5333333333333,-58.9333333333333,55.8874092102051
1046,"CGN",22713,"OPL","oplocense",-217.833,"2147S",-65.55,"06533W","D. Potosi","P. Modesto Omiste","BOL","50 km from Tupiza to Villazon","25/03/80",3250,NA,-21.7833333333333,-65.55,3419.41479492188
1047,"CGN",22717,"BRC","brevicaule",-172.166,"1713S",-66.05,"06603W","D. Cochabamba","P. Chapare","BOL","40 km from Tranca de Sacaba on the road to Palca, (0.5 km before Palca)","15/03/80",3730,NA,-17.2166666666667,-66.05,3865.80834960938
1048,"CGN",23022,"GRL","gourlayi",-18.6,"1836S",-669.166,"06655W","D. Cochabamba",NA,"BOL","Pazna","01/01/67",3800,NA,-18.6,-66.9166666666667,3721
1049,"CGN",23486,"GRL","gourlayi",-24.65,"2439S",-66.2,"06612W","P. Salta","D. La Poma","ARG","Esquina Azul, route nacional 40. 1.5km Por quebrada del arroyo Pirca","05/04/73",3580,NA,-24.65,-66.2,3131.80053710938
1050,"CGN",23492,"CMM ssp CMM","commersonii commersonii",-373.833,"3723S",-591.666,"05910W","P. Buenos Aires","D. Tandil","ARG","Reserva Faunistica de Sierra del Tigre. A unos 5-6 km al Sur de Tandil","09/12/73",300,NA,-37.3833333333333,-59.1666666666667,298.137878417969
1051,"CGN",23497,"GRL","gourlayi",-231.166,"2307S",-651.333,"06508W","P. Jujuy","D. Humahuaca","ARG","Serrania de Aparzo, 2 km S Aparzo, 39 km E of Humahuaca","26/03/74",3600,NA,-23.1166666666667,-65.1333333333333,3730.77124023438
1052,"CGN",23515,"GRL","gourlayi",-23.5,"2330S",-65.45,"06527W","P. Jujuy","D. Tilcara","ARG","Quebrada de Jueya near Tilcara","08/04/83",2700,NA,-23.5,-65.45,3619.29809570312
1053,"CGN",960071,"GRL","gourlayi",-23,"2300S",-654.666,"06528W","P. Jujuy","D. Humahuaca","ARG","Jujuy.  Incacuevas","02/03/71",3650,NA,-23,-65.4666666666667,3709.45336914062
1054,"CGN",961347,"GRL","gourlayi",-23.25,"2315S",-652.166,"06513W","P. Jujuy",NA,"ARG","Cianzo","02/04/72",3900,NA,-23.25,-65.2166666666667,3259.16235351562
1055,"CGN",23794,"GRL","gourlayi",-23.15,"2309S",-65.45,"06527W","P. Jujuy","D. Humahuaca","ARG","Prov. road 14, Coraya","06/03/67",3300,NA,-23.15,-65.45,3701.6435546875
1056,"CGN",23798,"OPL","oplocense",NA,NA,NA,NA,"D. Chuquisaca","P. Oropeza","BOL","Tejar, 4 km from Sucre to Potosi","27/03/74",2600,NA,NA,NA,NA
